product_name,product_price,product_image,product_url
HEELED TRACK SOLE SOCK-STYLE ANKLE BOOTS,"₹ 3,990.00",//static.zara.net/photos///2019/I/1/1/p/5109/001/040/2/w/560/5109001040_2_5_1.jpg?ts=1564677791323,https://www.zara.com/in/en/heeled-track-sole-sock-style-ankle-boots-p15109001.html
LEATHER BALLERINAS,"₹ 2,990.00",//static.zara.net/photos///2019/I/1/1/p/6532/001/020/2/w/560/6532001020_1_1_1.jpg?ts=1568893199043,https://www.zara.com/in/en/leather-ballerinas-p16532001.html
SUPER SLIM SHIRT,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/2/p/0072/441/250/2/w/560/0072441250_1_1_1.jpg?ts=1560854221276,https://www.zara.com/in/en/super-slim-shirt-p05679441.html
OXFORD SHIRT WITH STAND-UP COLLAR,"₹ 1,890.00",//static.zara.net/photos///2019/I/0/2/p/7545/426/250/2/w/560/7545426250_1_1_1.jpg?ts=1568815178982,https://www.zara.com/in/en/oxford-shirt-with-stand-up-collar-p08211426.html
BASIC COTTON T-SHIRT,₹ 450.00,//static.zara.net/photos///2019/I/0/1/p/0962/018/700/2/w/560/0962018700_1_1_1.jpg?ts=1571129965615,https://www.zara.com/in/en/basic-cotton-t-shirt-p04873018.html
GATHERED T-SHIRT,"₹ 1,590.00",//static.zara.net/photos///2019/I/0/1/p/7901/866/806/2/w/560/7901866806_1_1_1.jpg?ts=1573727548067,https://www.zara.com/in/en/gathered-t-shirt-p07901866.html
WOMEN IN ART COLLECTION ©ABI CASTILLO T-SHIRT,"₹ 1,590.00",//static.zara.net/photos///2019/I/0/1/p/0264/922/807/3/w/560/0264922807_1_1_1.jpg?ts=1566821093254,https://www.zara.com/in/en/women-in-art-collection-%C2%A9abi-castillo-t-shirt-p00264922.html
SOFT-TOUCH HIGH NECK TOP,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/5039/950/803/2/w/560/5039950803_1_1_1.jpg?ts=1571919130794,https://www.zara.com/in/en/soft-touch-high-neck-top-p05039950.html
JEANS ZW PREMIUM SELVEDGE SLIM OKURA BLUE 5 YEARS OLD,"₹ 3,990.00",//static.zara.net/photos///2019/I/0/1/p/6840/276/400/16/w/560/6840276400_1_1_1.jpg?ts=1572431059214,https://www.zara.com/in/en/jeans-zw-premium-selvedge-slim-okura-blue-5-years-old-p06840276.html
JEANS ZW PREMIUM LW SELVEDGE SLIM OKURA BLUE 16 YEARS OLD,"₹ 3,990.00",//static.zara.net/photos///2019/I/0/1/p/6840/271/400/16/w/560/6840271400_1_1_1.jpg?ts=1572865439650,https://www.zara.com/in/en/jeans-zw-premium-lw-selvedge-slim-okura-blue-16-years-old-p06840271.html
HI-RISE SCULPT JEANS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/9794/254/400/2/w/560/9794254400_1_1_1.jpg?ts=1567772146368,https://www.zara.com/in/en/hi-rise-sculpt-jeans-p09794254.html
JEANS ZW PREMIUM SELVEDGE STRAIGHT OKURA BLUE 12 YEARS OLD,"₹ 3,990.00",//static.zara.net/photos///2019/I/0/1/p/6840/275/400/16/w/560/6840275400_1_1_1.jpg?ts=1572431051984,https://www.zara.com/in/en/jeans-zw-premium-selvedge-straight-okura-blue-12-years-old-p06840275.html
HI-RISE SCULPT JEANS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/8197/251/800/2/w/560/8197251800_1_1_1.jpg?ts=1567772151196,https://www.zara.com/in/en/hi-rise-sculpt-jeans-p08197251.html
MID-RISE SCULPT JEANS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/5252/244/400/2/w/560/5252244400_1_1_1.jpg?ts=1567771895965,https://www.zara.com/in/en/mid-rise-sculpt-jeans-p05252244.html
HIGH HEEL TRACK-SOLE ANKLE BOOTS,"₹ 4,990.00",//static.zara.net/photos///2019/I/1/1/p/2110/001/040/4/w/560/2110001040_2_4_1.jpg?ts=1564747939054,https://www.zara.com/in/en/high-heel-track-sole-ankle-boots-p12110001.html
LEATHER BALLERINAS,"₹ 2,990.00",//static.zara.net/photos///2019/I/1/1/p/6529/001/040/2/w/560/6529001040_2_1_1.jpg?ts=1566562761882,https://www.zara.com/in/en/leather-ballerinas-p16529001.html
LEATHER TRACK SOLE ANKLE BOOTS WITH LINING,"₹ 5,990.00",//static.zara.net/photos///2018/I/1/1/p/6148/301/040/4/w/560/6148301040_1_1_1.jpg?ts=1536263577279,https://www.zara.com/in/en/leather-track-sole-ankle-boots-with-lining-p16148301.html
HIGH-HEEL MESH ANKLE BOOTS,"₹ 3,990.00",//static.zara.net/photos///2019/I/1/1/p/6122/001/040/3/w/560/6122001040_2_4_1.jpg?ts=1571155124388,https://www.zara.com/in/en/high-heel-mesh-ankle-boots-p16122001.html
HIGH-HEEL TRACK-SOLE ANKLE BOOTS WITH ZIP,"₹ 3,990.00",//static.zara.net/photos///2019/I/1/1/p/5117/001/040/3/w/560/5117001040_2_2_1.jpg?ts=1570802772706,https://www.zara.com/in/en/high-heel-track-sole-ankle-boots-with-zip-p15117001.html
QUILTED LOAFERS,"₹ 1,890.00",//static.zara.net/photos///2019/I/1/1/p/7540/001/040/4/w/560/7540001040_2_3_1.jpg?ts=1565260687378,https://www.zara.com/in/en/quilted-loafers-p17540001.html
SQUARE TOED HIGH HEEL LEATHER ANKLE BOOTS,"₹ 8,990.00",//static.zara.net/photos///2019/I/1/1/p/5148/001/001/3/w/560/5148001001_2_1_1.jpg?ts=1568195146812,https://www.zara.com/in/en/square-toed-high-heel-leather-ankle-boots-p15144001.html
ASYMMETRIC TOP,"₹ 1,790.00",//static.zara.net/photos///2019/I/0/2/p/5643/307/962/3/w/560/5643307962_1_1_1.jpg?ts=1566977814097,https://www.zara.com/in/en/asymmetric-top-p05643307.html
TEXTURED T-SHIRT WITH BUTTONS,"₹ 1,790.00",//static.zara.net/photos///2019/I/0/2/p/2888/303/681/2/w/560/2888303681_1_1_1.jpg?ts=1566830720496,https://www.zara.com/in/en/textured-t-shirt-with-buttons-p02888303.html
ASYMMETRIC PAREO-EFFECT T-SHIRT,"₹ 1,790.00",//static.zara.net/photos///2019/I/0/2/p/0761/309/800/2/w/560/0761309800_1_1_1.jpg?ts=1566485112855,https://www.zara.com/in/en/asymmetric-pareo-effect-t-shirt-p00761309.html
TEXTURED T-SHIRT WITH POCKET,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/2/p/6917/515/250/2/w/560/6917515250_1_1_1.jpg?ts=1571409277094,https://www.zara.com/in/en/textured-t-shirt-with-pocket-p06917515.html
WOMEN IN ART COLLECTION ©ABI CASTILLO T-SHIRT,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/0264/921/250/3/w/560/0264921250_1_1_1.jpg?ts=1566820983640,https://www.zara.com/in/en/women-in-art-collection-%C2%A9abi-castillo-t-shirt-p00264921.html
STRETCH SHIRT WITH STAND-UP COLLAR,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/2/p/6403/397/800/20/w/560/6403397800_1_1_1.jpg?ts=1572011014486,https://www.zara.com/in/en/stretch-shirt-with-stand-up-collar-p06403397.html
FLOWING TOP WITH TIED STRAPS,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/7901/860/806/2/w/560/7901860806_1_1_1.jpg?ts=1565018167881,https://www.zara.com/in/en/flowing-top-with-tied-straps-p07901860.html
T-SHIRT WITH FRONT PRINT,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/0208/901/250/2/w/560/0208901250_1_1_1.jpg?ts=1562926778543,https://www.zara.com/in/en/t-shirt-with-front-print-p00208901.html
EASY CARE TEXTURED SHIRT,"₹ 1,890.00",//static.zara.net/photos///2019/I/0/2/p/7545/280/250/2/w/560/7545280250_1_1_1.jpg?ts=1570009314940,https://www.zara.com/in/en/easy-care-textured-shirt-p07545280.html
SHINY SOFT-TOUCH T-SHIRT,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/5039/925/803/2/w/560/5039925803_1_1_1.jpg?ts=1570544502834,https://www.zara.com/in/en/shiny-soft-touch-t-shirt-p05039925.html
FLAT QUILTED SANDALS WITH PLATFORM SOLE,"₹ 1,890.00",//static.zara.net/photos///2019/I/1/1/p/7615/001/001/4/w/560/7615001001_2_1_1.jpg?ts=1563542650113,https://www.zara.com/in/en/flat-quilted-sandals-with-platform-sole-p17615001.html
SOFT-TOUCH HIGH NECK T-SHIRT,₹ 990.00,//static.zara.net/photos///2019/I/0/1/p/5039/307/812/2/w/560/5039307812_1_1_1.jpg?ts=1570018375980,https://www.zara.com/in/en/soft-touch-high-neck-t-shirt-p05039923.html
TRACK SOLE TALL BOOTS,"₹ 3,990.00",//static.zara.net/photos///2019/I/1/1/p/7050/301/040/13/w/560/7050301040_1_1_1.jpg?ts=1572341545346,https://www.zara.com/in/en/track-sole-tall-boots-p17050301.html
FLAT BOOTS WITH ELASTIC XL LEG,"₹ 4,990.00",//static.zara.net/photos///2019/I/1/1/p/5031/001/040/3/w/560/5031001040_2_4_1.jpg?ts=1565185691961,https://www.zara.com/in/en/flat-boots-with-elastic-xl-leg-p15031001.html
STUDDED FLAT ANKLE BOOTS WITH TRACK SOLES,"₹ 2,990.00",//static.zara.net/photos///2019/I/1/1/p/7184/001/040/3/w/560/7184001040_2_1_1.jpg?ts=1565772618700,https://www.zara.com/in/en/studded-flat-ankle-boots-with-track-soles-p17184001.html
FLAT SOCK BOOTS,"₹ 3,990.00",//static.zara.net/photos///2019/I/1/1/p/7055/001/040/4/w/560/7055001040_2_4_1.jpg?ts=1565950863799,https://www.zara.com/in/en/flat-sock-boots-p17055001.html
MID HEEL ANKLE BOOTS WITH FAUX PEARLS AND STUDS,"₹ 4,590.00",//static.zara.net/photos///2019/I/1/1/p/6126/001/040/3/w/560/6126001040_2_1_1.jpg?ts=1571240095700,https://www.zara.com/in/en/mid-heel-ankle-boots-with-faux-pearls-and-studs-p16126001.html
QUILTED STILETTO-HEEL MULES,"₹ 2,290.00",//static.zara.net/photos///2019/I/1/1/p/7232/001/040/4/w/560/7232001040_2_2_1.jpg?ts=1565260219657,https://www.zara.com/in/en/quilted-stiletto-heel-mules-p17232001.html
BASIC LONG SLEEVE T-SHIRT,₹ 790.00,//static.zara.net/photos///2019/I/0/2/p/1887/363/807/2/w/560/1887363807_1_1_1.jpg?ts=1567585927129,https://www.zara.com/in/en/basic-long-sleeve-t-shirt-p01887363.html
PIQUÉ TEXTURE T-SHIRT,"₹ 1,590.00",//static.zara.net/photos///2019/I/0/2/p/0526/315/801/2/w/560/0526315801_1_1_1.jpg?ts=1567586872027,https://www.zara.com/in/en/piqu%C3%A9-texture-t-shirt-p00526315.html
CONTRAST TRIM T-SHIRT,"₹ 1,790.00",//static.zara.net/photos///2019/I/0/2/p/0977/311/637/2/w/560/0977311637_1_1_1.jpg?ts=1565957016042,https://www.zara.com/in/en/contrast-trim-t-shirt-p00977311.html
TRAVELLER SHIRT,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/2/p/5974/894/403/2/w/560/5974894403_1_1_1.jpg?ts=1572437201418,https://www.zara.com/in/en/traveller-shirt-p05974894.html
SHIRT WITH FRENCH CUFFS,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/2/p/5916/496/403/2/w/560/5916496403_1_1_1.jpg?ts=1570639866349,https://www.zara.com/in/en/shirt-with-french-cuffs-p05916496.html
 ,"₹ 1,890.00",//static.zara.net/photos///2019/I/0/2/p/7545/388/250/2/w/560/7545388250_1_1_1.jpg?ts=1572458131155,https://www.zara.com/in/en/-p07545388.html
SHIN-CHAN™ T-SHIRT,"₹ 1,590.00",//static.zara.net/photos///2019/I/0/1/p/4644/850/250/2/w/560/4644850250_1_1_1.jpg?ts=1562929836660,https://www.zara.com/in/en/shin-chan%E2%84%A2-t-shirt-p04644850.html
STAND-UP COLLAR TEXTURED SHIRT,"₹ 1,890.00",//static.zara.net/photos///2019/V/0/2/p/7545/351/250/2/w/560/7545351250_1_1_1.jpg?ts=1554913963757,https://www.zara.com/in/en/stand-up-collar-textured-shirt-p07545351.html
ZW PREMIUM HIGH WAIST SKINNY FLARE ASTRA BLACK JEANS,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/1/p/7513/257/800/3/w/560/7513257800_1_1_1.jpg?ts=1571408061425,https://www.zara.com/in/en/zw-premium-high-waist-skinny-flare-astra-black-jeans-p07513257.html
 ,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/2/p/5445/319/800/2/w/560/5445319800_1_1_1.jpg?ts=1572437212420,https://www.zara.com/in/en/-p05445319.html
MOM JEANS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/8197/233/800/3/w/560/8197233800_1_1_1.jpg?ts=1570445176736,https://www.zara.com/in/en/mom-jeans-p08197233.html
JEANS ZW PREMIUM SWEET PAPERBAG,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/1/p/2553/247/800/3/w/560/2553247800_1_1_1.jpg?ts=1571408159255,https://www.zara.com/in/en/jeans-zw-premium-sweet-paperbag-p02553247.html
STUDDED SLINGBACK BALLERINAS,"₹ 2,290.00",//static.zara.net/photos///2019/I/1/1/p/7525/001/040/4/w/560/7525001040_2_1_1.jpg?ts=1564657486687,https://www.zara.com/in/en/studded-slingback-ballerinas-p17525001.html
ZW PREMIUM ‘80S HIGH WAIST VENICE BLUE JEANS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/6045/040/400/3/w/560/6045040400_1_1_1.jpg?ts=1571416338382,https://www.zara.com/in/en/zw-premium-%E2%80%9880s-high-waist-venice-blue-jeans-p06045040.html
ZW PREMIUM ‘80S HIGH WAIST NIGHT BLUE BLACK JEANS,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/1/p/7223/240/407/3/w/560/7223240407_1_1_1.jpg?ts=1571417105118,https://www.zara.com/in/en/zw-premium-%E2%80%9880s-high-waist-night-blue-black-jeans-p07223240.html
FLAT BOOTS WITH TRACK SOLES,"₹ 4,990.00",//static.zara.net/photos///2019/I/1/1/p/6052/001/040/3/w/560/6052001040_2_2_1.jpg?ts=1570793525031,https://www.zara.com/in/en/flat-boots-with-track-soles-p16052001.html
Z1975 BAGGY JEANS WITH POCKETS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/5862/155/505/3/w/560/5862155505_1_1_1.jpg?ts=1568304987553,https://www.zara.com/in/en/z1975-baggy-jeans-with-pockets-p05862155.html
MULTI-PIECE LEATHER ANKLE BOOTS WITH COWBOY HEEL,"₹ 9,990.00",//static.zara.net/photos///2019/I/1/1/p/6174/001/040/3/w/560/6174001040_1_1_1.jpg?ts=1567610312580,https://www.zara.com/in/en/multi-piece-leather-ankle-boots-with-cowboy-heel-p16174001.html
LEATHER MID HEEL BOOTS,"₹ 10,990.00",//static.zara.net/photos///2019/I/1/1/p/5016/001/129/3/w/560/5016001129_2_1_1.jpg?ts=1570794929365,https://www.zara.com/in/en/leather-mid-heel-boots-p15016001.html
STRIPED KITTEN-HEEL SHOES WITH BOW,"₹ 2,890.00",//static.zara.net/photos///2019/I/1/1/p/2236/001/002/2/w/560/2236001002_2_1_1.jpg?ts=1563393299972,https://www.zara.com/in/en/striped-kitten-heel-shoes-with-bow-p12236001.html
MULTI-PIECE LEATHER ANKLE BOOTS WITH COWBOY HEEL,"₹ 9,990.00",//static.zara.net/photos///2019/I/1/1/p/6176/001/030/4/w/560/6176001030_1_1_1.jpg?ts=1567692402023,https://www.zara.com/in/en/multi-piece-leather-ankle-boots-with-cowboy-heel-p16176001.html
STUDDED MID-HEEL MULES,"₹ 2,990.00",//static.zara.net/photos///2019/I/1/1/p/6240/001/040/2/w/560/6240001040_2_1_1.jpg?ts=1564660385885,https://www.zara.com/in/en/studded-mid-heel-mules-p16240001.html
HIGH-HEEL LEATHER BOOTS,"₹ 9,990.00",//static.zara.net/photos///2018/I/1/1/p/6017/301/040/4/w/560/6017301040_2_28_1.jpg?ts=1538037339140,https://www.zara.com/in/en/high-heel-leather-boots-p16017301.html
TEXTURED WEAVE SHIRT WITH SPREAD COLLAR,"₹ 2,790.00",//static.zara.net/photos///2019/V/0/2/p/4088/323/250/2/w/560/4088323250_1_1_1.jpg?ts=1551270767061,https://www.zara.com/in/en/textured-weave-shirt-with-spread-collar-p04088323.html
STRIPED T-SHIRT WITH TRIM,"₹ 1,790.00",//static.zara.net/photos///2019/I/0/2/p/0977/302/052/2/w/560/0977302052_1_1_1.jpg?ts=1560946392840,https://www.zara.com/in/en/striped-t-shirt-with-trim-p00977302.html
DELUXE LONG SLEEVE T-SHIRT,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/2/p/0722/337/250/2/w/560/0722337250_1_1_1.jpg?ts=1569318309152,https://www.zara.com/in/en/deluxe-long-sleeve-t-shirt-p00722337.html
PREMIUM QUALITY TEXTURED SHIRT,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/2/p/3453/405/250/2/w/560/3453405250_1_1_1.jpg?ts=1569587339790,https://www.zara.com/in/en/premium-quality-textured-shirt-p03453405.html
TEXTURED PIQUÉ SHIRT,"₹ 1,890.00",//static.zara.net/photos///2019/I/0/2/p/6264/301/403/2/w/560/6264301403_1_1_1.jpg?ts=1567768836060,https://www.zara.com/in/en/textured-piqu%C3%A9-shirt-p06264301.html
HORIZONTAL TEXTURE T-SHIRT,"₹ 1,590.00",//static.zara.net/photos///2019/I/0/2/p/4087/302/800/4/w/560/4087302800_1_1_1.jpg?ts=1563387621863,https://www.zara.com/in/en/horizontal-texture-t-shirt-p04087302.html
COOLMAX® TWILL SHIRT,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/2/p/8211/409/250/2/w/560/8211409250_1_1_1.jpg?ts=1561721472982,https://www.zara.com/in/en/coolmax%C2%AE-twill-shirt-p08211409.html
COLOURED FLOWING SHIRT,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/2/p/6048/281/620/4/w/560/6048281620_1_1_1.jpg?ts=1568811806740,https://www.zara.com/in/en/coloured-flowing-shirt-p06048281.html
VOLUMINOUS TEXTURED T-SHIRT,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/5644/801/605/2/w/560/5644801605_1_1_1.jpg?ts=1563991200615,https://www.zara.com/in/en/voluminous-textured-t-shirt-p05644801.html
SOFT-TOUCH T-SHIRT WITH SHORT PUFF SLEEVES,₹ 990.00,//static.zara.net/photos///2019/I/0/1/p/5039/918/922/2/w/560/5039918922_1_1_1.jpg?ts=1570803428907,https://www.zara.com/in/en/soft-touch-t-shirt-with-short-puff-sleeves-p05039918.html
T-SHIRT WITH FRONT PRINT,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/5643/902/250/2/w/560/5643902250_1_1_1.jpg?ts=1563378561957,https://www.zara.com/in/en/t-shirt-with-front-print-p05643902.html
FADED T-SHIRT WITH POCKET,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/4424/853/806/2/w/560/4424853806_1_1_1.jpg?ts=1571909558863,https://www.zara.com/in/en/faded-t-shirt-with-pocket-p04424853.html
RIPPED HI-RISE SUPER STRETCH JEGGINGS,"₹ 1,790.00",//static.zara.net/photos///2019/I/0/1/p/5520/221/807/2/w/560/5520221807_1_1_1.jpg?ts=1570790340971,https://www.zara.com/in/en/ripped-hi-rise-super-stretch-jeggings-p05520221.html
HALTERNECK BODYSUIT,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/5039/371/613/3/w/560/5039371613_1_1_1.jpg?ts=1571386030074,https://www.zara.com/in/en/halterneck-bodysuit-p05039371.html
JEANS ZW PREMIUM SLIMBOYFRIEND LAGUNA BLUE,"₹ 3,990.00",//static.zara.net/photos///2019/I/0/1/p/9863/240/400/3/w/560/9863240400_1_1_1.jpg?ts=1571408056570,https://www.zara.com/in/en/jeans-zw-premium-slimboyfriend-laguna-blue-p09863240.html
ZW PREMIUM STRAIGHT HEM SPLIT TWILIGHT BLACK JEANS,"₹ 3,990.00",//static.zara.net/photos///2019/I/0/1/p/4124/242/800/3/w/560/4124242800_1_1_1.jpg?ts=1571416342254,https://www.zara.com/in/en/zw-premium-straight-hem-split-twilight-black-jeans-p04124242.html
BAGGY PAPERBAG WAIST TROUSERS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/5862/202/751/2/w/560/5862202751_1_1_1.jpg?ts=1571847256014,https://www.zara.com/in/en/baggy-paperbag-waist-trousers-p05862202.html
ZW PREMIUM ‘80S DEEP BLUE JEANS,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/1/p/8246/244/400/3/w/560/8246244400_1_1_1.jpg?ts=1571417873184,https://www.zara.com/in/en/zw-premium-%E2%80%9880s-deep-blue-jeans-p08246244.html
HI-RISE STRAIGHT-LEG JEANS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/4365/231/401/3/w/560/4365231401_1_1_1.jpg?ts=1568027616914,https://www.zara.com/in/en/hi-rise-straight-leg-jeans-p09123231.html
SNAKESKIN PRINT LEATHER HIGH-HEEL ANKLE BOOTS,"₹ 6,990.00",//static.zara.net/photos///2019/I/1/1/p/6120/081/040/2/w/560/6120081040_2_1_1.jpg?ts=1567093037531,https://www.zara.com/in/en/snakeskin-print-leather-high-heel-ankle-boots-p16120301.html
LEATHER ANKLE BOOTS WITH METALLIC HEEL,"₹ 5,990.00",//static.zara.net/photos///2019/I/1/1/p/5146/001/040/3/w/560/5146001040_2_1_1.jpg?ts=1568192565668,https://www.zara.com/in/en/leather-ankle-boots-with-metallic-heel-p15146001.html
ANIMAL PRINT CUT-OUT HIGH HEEL ANKLE BOOTS,"₹ 2,990.00",//static.zara.net/photos///2019/I/1/1/p/7168/001/040/4/w/560/7168001040_2_1_1.jpg?ts=1566286656244,https://www.zara.com/in/en/animal-print-cut-out-high-heel-ankle-boots-p17168001.html
T-SHIRT WITH POCKET,₹ 990.00,//static.zara.net/photos///2019/I/0/2/p/0526/405/250/4/w/560/0526405250_1_1_1.jpg?ts=1563387971245,https://www.zara.com/in/en/t-shirt-with-pocket-p00526405.html
BASIC STRIPED T-SHIRT,₹ 990.00,//static.zara.net/photos///2019/I/0/2/p/9240/413/401/14/w/560/9240413401_1_1_1.jpg?ts=1568361737727,https://www.zara.com/in/en/basic-striped-t-shirt-p09240413.html
CHECK-TEXTURED WEAVE SHIRT,"₹ 1,590.00",//static.zara.net/photos///2019/I/0/2/p/0722/302/250/4/w/560/0722302250_1_1_1.jpg?ts=1563386541864,https://www.zara.com/in/en/check-textured-weave-shirt-p00722302.html
PAINT-SPLATTER-EFFECT DENIM SHIRT,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/2/p/0397/310/406/2/w/560/0397310406_1_1_1.jpg?ts=1567167665957,https://www.zara.com/in/en/paint-splatter-effect-denim-shirt-p00397310.html
TEXTURED OXFORD SHIRT,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/2/p/0072/400/250/3/w/560/0072400250_1_1_1.jpg?ts=1562058428349,https://www.zara.com/in/en/textured-oxford-shirt-p00072400.html
COMBINED LEATHER COWBOY HEEL BOOTS,"₹ 9,990.00",//static.zara.net/photos///2019/I/1/1/p/6178/081/022/3/w/560/6178081022_2_1_1.jpg?ts=1573553659408,https://www.zara.com/in/en/combined-leather-cowboy-heel-boots-p16178001.html
EASY CARE TEXTURED SHIRT,"₹ 1,890.00",//static.zara.net/photos///2019/I/0/2/p/8211/363/250/2/w/560/8211363250_1_1_1.jpg?ts=1561045158893,https://www.zara.com/in/en/easy-care-textured-shirt-p08211363.html
SHIRT WITH POCKETS,"₹ 2,790.00",//static.zara.net/photos///2019/I/0/2/p/0840/302/505/8/w/560/0840302505_1_1_1.jpg?ts=1562943518490,https://www.zara.com/in/en/shirt-with-pockets-p00840302.html
TEDDY BEAR PRINT T-SHIRT,"₹ 1,290.00",//static.zara.net/photos///2019/I/0/1/p/5039/807/250/2/w/560/5039807250_1_1_1.jpg?ts=1563378464084,https://www.zara.com/in/en/teddy-bear-print-t-shirt-p05039807.html
PLUMETIS SHIRT,"₹ 2,290.00",//static.zara.net/photos///2019/I/0/1/p/7521/126/800/2/w/560/7521126800_1_1_1.jpg?ts=1563467640818,https://www.zara.com/in/en/plumetis-shirt-p07521126.html
SLIM FIT HI-RISE JEANS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/6045/230/800/2/w/560/6045230800_1_1_1.jpg?ts=1570638306788,https://www.zara.com/in/en/slim-fit-hi-rise-jeans-p06045230.html
IGGY JOEY© T-SHIRT,"₹ 1,590.00",//static.zara.net/photos///2019/I/0/1/p/4644/321/822/2/w/560/4644321822_1_1_1.jpg?ts=1564142188612,https://www.zara.com/in/en/iggy-joey%C2%A9-t-shirt-p04644321.html
BASIC CROPPED T-SHIRT,₹ 590.00,//static.zara.net/photos///2019/I/0/1/p/4424/304/250/3/w/560/4424304250_1_1_1.jpg?ts=1565195826501,https://www.zara.com/in/en/basic-cropped-t-shirt-p04424304.html
T-SHIRT WITH FRONT PRINT,₹ 790.00,//static.zara.net/photos///2019/I/0/1/p/0085/906/250/2/w/560/0085906250_1_1_1.jpg?ts=1565170315385,https://www.zara.com/in/en/t-shirt-with-front-print-p00085906.html
PRINTED FULL SLEEVE SHIRT,"₹ 2,290.00",//static.zara.net/photos///2019/I/0/1/p/7830/408/819/2/w/560/7830408819_1_1_1.jpg?ts=1564140437620,https://www.zara.com/in/en/printed-full-sleeve-shirt-p07830408.html
SLIM FIT HI-RISE JEANS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/6688/230/811/2/w/560/6688230811_1_1_1.jpg?ts=1571839929247,https://www.zara.com/in/en/slim-fit-hi-rise-jeans-p06688230.html
COWBOY-HEEL BOOTS,"₹ 4,990.00",//static.zara.net/photos///2019/I/1/1/p/7052/001/040/13/w/560/7052001040_1_1_1.jpg?ts=1572347369176,https://www.zara.com/in/en/cowboy-heel-boots-p17052001.html
DENIM MINI SKIRT,"₹ 1,890.00",//static.zara.net/photos///2019/I/0/1/p/5252/012/800/2/w/560/5252012800_1_1_1.jpg?ts=1563540982023,https://www.zara.com/in/en/denim-mini-skirt-p05252012.html
SOFT LEATHER HIGH-HEEL ANKLE BOOTS,"₹ 4,990.00",//static.zara.net/photos///2019/I/1/1/p/6118/001/002/3/w/560/6118001002_2_1_1.jpg?ts=1565959796573,https://www.zara.com/in/en/soft-leather-high-heel-ankle-boots-p16116001.html
ANIMAL PRINT LEATHER FLAT SANDALS,"₹ 2,290.00",//static.zara.net/photos///2019/I/1/1/p/7601/001/195/3/w/560/7601001195_2_1_1.jpg?ts=1563385105808,https://www.zara.com/in/en/animal-print-leather-flat-sandals-p17601001.html
JEANS ZW PREMIUM 80S HIGH WAIST FIERCE INK BLUE,"₹ 2,790.00",//static.zara.net/photos///2020/V/0/1/p/7223/040/407/2/w/560/7223040407_1_1_1.jpg?ts=1573650049020,https://www.zara.com/in/en/jeans-zw-premium-80s-high-waist-fierce-ink-blue-p07223040.html
METALLIC ESPADRILLES,"₹ 1,990.00",//static.zara.net/photos///2019/I/1/1/p/7500/001/254/3/w/560/7500001254_2_1_1.jpg?ts=1557990838929,https://www.zara.com/in/en/metallic-espadrilles-p17500001.html
SLIM FIT HI-RISE JEANS WITH RIPS,"₹ 2,590.00",//static.zara.net/photos///2019/I/0/1/p/6045/231/400/2/w/560/6045231400_1_1_1.jpg?ts=1564573324185,https://www.zara.com/in/en/slim-fit-hi-rise-jeans-with-rips-p06045231.html
T-SHIRT IN CHECK TEXTURE,"₹ 1,590.00",//static.zara.net/photos///2019/I/0/2/p/2888/307/250/4/w/560/2888307250_1_1_1.jpg?ts=1563386461449,https://www.zara.com/in/en/t-shirt-in-check-texture-p02888307.html
